measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,n,stat.name,stat,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
6899,Ilomantsi 2,NI,45,woody,2TEN,NA,NAC,ANPP_2_C,2000,8,NA,9,NA,9,2.17,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
6903,Ilomantsi 2,NI,45,woody,2TEN,NA,NAC,NPP_1_C,2000,8,NA,9,NA,9,3.34,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
6909,Ilomantsi 3,NI,50,woody,2TEN,NA,NAC,ANPP_2_C,2000,8,NA,9,NA,9,1.6,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
6913,Ilomantsi 3,NI,50,woody,2TEN,NA,NAC,NPP_1_C,2000,8,NA,9,NA,9,2.15,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
6919,Ilomantsi 4,NI,50,woody,2TDB,NA,NAC,ANPP_2_C,2000,8,NA,9,NA,9,1.69,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
6923,Ilomantsi 4,NI,50,woody,2TDB,NA,NAC,NPP_1_C,2000,8,NA,9,NA,9,2.14,NAC,NAC,NAC,NAC,NA,193,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Finer 1989,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7043,Irkutsk 1,NI,75,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,1972,8,1974,8,3.89,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7045,Irkutsk 1,NI,75,woody,2TEN,NA,NAC,NPP_1_C,NA,9,1972,8,1974,8,8.69,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7047,Irkutsk 1,NI,75,woody,2TEN,NA,NAC,NPP_2_C,NA,9,1972,8,1974,8,9.12,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7058,Irkutsk 2,NI,95,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,1972,8,1974,8,3.3,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7060,Irkutsk 2,NI,95,woody,2TEN,NA,NAC,NPP_1_C,NA,9,1972,8,1974,8,8.25,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7062,Irkutsk 2,NI,95,woody,2TEN,NA,NAC,NPP_2_C,NA,9,1972,8,1974,8,8.65,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7073,Irkutsk 3,NI,70,woody,2TEN,NA,NAC,ANPP_2_C,NA,9,1972,8,1974,8,3.53,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7075,Irkutsk 3,NI,70,woody,2TEN,NA,NAC,NPP_1_C,NA,9,1972,8,1974,8,6.32,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7077,Irkutsk 3,NI,70,woody,2TEN,NA,NAC,NPP_2_C,NA,9,1972,8,1974,8,6.49,NAC,NAC,NAC,NAC,NA,126,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,ori ref: Schulze 1995,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7086,Ispina Krakow,NI,102,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1967,8,1969,8,4.73,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7088,Ispina Krakow,NI,102,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1967,8,1969,8,5.31,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7131,Jacaranda/K34,unmanaged,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,2000,8,2001,8,6.5,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Chambers_2004_rfat,Luyssaert_2007_cbob,NA,1884,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7133,Jacaranda/K34,unmanaged,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,2000,8,2001,8,9,NAC,NAC,NAC,NAC,"followed number in publication, not the sum of foliage, woody and root",156,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Chambers_2004_rfat,Luyssaert_2007_cbob,NA,1886,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7141,Jadraas C,Managed,20,woody,2TEN,NA,NAC,ANPP_1_C,1979,8,NA,9,NA,9,1.32,NAC,NAC,NAC,NAC,NA,199,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Linder_1998_nbfj,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7144,Jadraas C,Managed,20,woody,2TEN,NA,NAC,ANPP_2_C,1979,8,NA,9,NA,9,1.78,NAC,NAC,NAC,NAC,NA,199,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Linder_1998_nbfj,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7148,Jadraas C,Managed,20,woody,2TEN,NA,NAC,NPP_1_C,1979,8,NA,9,NA,9,3.24,NAC,NAC,NAC,NAC,NA,199,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Linder_1998_nbfj,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7150,Jadraas C,Managed,20,woody,2TEN,NA,NAC,NPP_2_C,1979,8,NA,9,NA,9,4.5,NAC,NAC,NAC,NAC,NA,199,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Linder_1998_nbfj,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7158,Jadraas Class I,Managed-120-y,120,woody,2TEN,NA,NAC,ANPP_2_C,2000,8,NA,9,NA,9,1.38,NAC,NAC,NAC,NAC,NA,196,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,"ori ref: Linder and Axelsson 1982, Flower-Ellis and Persson 1980",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7160,Jadraas Class I,Managed-120-y,120,woody,2TEN,NA,NAC,NPP_1_C,2000,8,NA,9,NA,9,2.41,NAC,NAC,NAC,NAC,NA,196,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,"ori ref: Linder and Axelsson 1982, Flower-Ellis and Persson 1980",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7169,Jadraas Class I,Managed-20-y,20,woody,2TEN,NA,NAC,ANPP_2_C,2000,8,NA,9,NA,9,1.77,NAC,NAC,NAC,NAC,NA,196,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,"ori ref: Linder and Axelsson 1982, Flower-Ellis and Persson 1980",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7173,Jadraas Class I,Managed-20-y,20,woody,2TEN,NA,NAC,NPP_1_C,2000,8,NA,9,NA,9,4.62,NAC,NAC,NAC,NAC,NA,196,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Gower_2001_nppa,Luyssaert_2007_cbob,"ori ref: Linder and Axelsson 1982, Flower-Ellis and Persson 1980",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7174,Jadraas irrigated + fertilized,FI,123,woody,2TEN,NA,NAC,NPP_2_C,1979,8,NA,9,NA,9,9.34,NAC,NAC,NAC,NAC,NA,199,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Linder_1998_nbfj,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7236,Jezeri,PO,79,woody,2TDB,Fagus sylvatica ,FASY,ANPP_1_C,1995,8,NA,9,NA,9,3.79,NAC,NAC,NAC,NAC,NA,206,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7239,Jezeri,PO,79,woody,2TDB,Fagus sylvatica ,FASY,ANPP_2_C,1995,8,NA,9,NA,9,5.99,NAC,NAC,NAC,NAC,NA,206,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7243,Jezeri,PO,79,woody,2TDB,Fagus sylvatica ,FASY,NPP_1_C,1995,8,NA,9,NA,9,7.95,NAC,NAC,NAC,NAC,NA,206,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7245,Jezeri,PO,79,woody,2TDB,Fagus sylvatica ,FASY,NPP_2_C,1995,8,NA,9,NA,9,7.95,NAC,NAC,NAC,NAC,NA,206,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7432,Juniper,recently disturbed,NI,woody,2TEN,NA,NAC,ANPP_2_C,1992,8,NA,9,NA,9,0.6,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7434,Juniper,recently disturbed,NI,woody,2TEN,NA,NAC,NPP_1_C,1992,8,NA,9,NA,9,1.41,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7435,Juniper,recently disturbed,NI,woody,2TEN,NA,NAC,NPP_2_C,1992,8,NA,9,NA,9,1.41,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Runyon_1994_elon,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7448,Kade,unmanaged 30-50 yr Semi-deciduous secondary forest,40,woody,2TDB,NA,NAC,ANPP_2_C,1960,8,NA,9,NA,9,10.34,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Esser_1997_weab,Luyssaert_2007_cbob,NA,1926,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7450,Kade,unmanaged 30-50 yr Semi-deciduous secondary forest,40,woody,2TDB,NA,NAC,NPP_1_C,1960,8,NA,9,NA,9,11.69,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Esser_1997_weab,Luyssaert_2007_cbob,NA,1928,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7451,Kade,unmanaged 30-50 yr Semi-deciduous secondary forest,50,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1970,8,1972,8,10.76,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Nye_1998_ntfk,Luyssaert_2007_cbob,NA,2144,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7452,Kade,unmanaged 30-50 yr Semi-deciduous secondary forest,50,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1970,8,1972,8,12,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Nye_1998_ntfk,Luyssaert_2007_cbob,NA,2145,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
7487,Kannenbruch Alder/Ash,Managed,65,woody,2TDB,NA,NAC,ANPP_1_C,2002,8,NA,9,NA,9,4,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7490,Kannenbruch Alder/Ash,Managed,65,woody,2TDB,NA,NAC,ANPP_2_C,2002,8,NA,9,NA,9,4.38,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7494,Kannenbruch Alder/Ash,Managed,65,woody,2TDB,NA,NAC,NPP_1_C,2002,8,NA,9,NA,9,6.58,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7496,Kannenbruch Alder/Ash,Managed,65,woody,2TDB,NA,NAC,NPP_2_C,2002,8,NA,9,NA,9,6.65,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7505,Kannenbruch Beech,Managed,111,woody,2TDB,NA,NAC,ANPP_1_C,2002,8,NA,9,NA,9,4.2,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7508,Kannenbruch Beech,Managed,111,woody,2TDB,NA,NAC,ANPP_2_C,2002,8,NA,9,NA,9,4.7,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7512,Kannenbruch Beech,Managed,111,woody,2TDB,NA,NAC,NPP_1_C,2002,8,NA,9,NA,9,6.27,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7514,Kannenbruch Beech,Managed,111,woody,2TDB,NA,NAC,NPP_2_C,2002,8,NA,9,NA,9,6.51,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7523,Kannenbruch Oak,Managed,207,woody,2TDB,NA,NAC,ANPP_1_C,2002,8,NA,9,NA,9,6.88,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7526,Kannenbruch Oak,Managed,207,woody,2TDB,NA,NAC,ANPP_2_C,2002,8,NA,9,NA,9,7.69,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7530,Kannenbruch Oak,Managed,207,woody,2TDB,NA,NAC,NPP_1_C,2002,8,NA,9,NA,9,9.85,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7532,Kannenbruch Oak,Managed,207,woody,2TDB,NA,NAC,NPP_2_C,2002,8,NA,9,NA,9,10.1,NAC,NAC,NAC,NAC,NA,141,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Kutsch_2005_shoe,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7578,Kennedy,recently disturbed,NI,woody,2TDB,NA,NAC,ANPP_2_C,2003,8,NA,9,NA,9,3.85,NAC,NAC,NAC,NAC,NA,223,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Powell_2006_econ,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7747,Klosterhede,planted heathland,76,woody,2TEN,Picea abies ,PIAB,ANPP_1_C,1995,8,NA,9,NA,9,3.36,NAC,NAC,NAC,NAC,NA,152,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
7750,Klosterhede,planted heathland,76,woody,2TEN,Picea abies ,PIAB,ANPP_2_C,1995,8,NA,9,NA,9,5.52,NAC,NAC,NAC,NAC,NA,152,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schulze_2000_tcan,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
