Index,Lat,Long,Age_yr,AgeClass,BiomassRoot_gm2,BiomassAGW_gm2,BiomassFoliage_gm2,BiomassFruit_gm2,BiomassTotal_gm2,NPPRoot_gm2y,NPPAGW_gm2y,NPPFoliage_gm2y,NPPFruit_gm2y,NPPTotal_gm2y,Lgs_mo,MAT_C,GST_C,MAinvBT_eV-1,GSinvBT_eV-1,MAP_mm,GSP_mm,LeafType,BiomeClimate,BiomeSource,TEB_DD,Fertility,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
371,36.7,121.1,15,0-50,643,3098,363,,4104,101,488,121,,710,8,11.55833333,17.375,40.80885391,39.96259382,783.9,735.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
372,36.7,112,25,0-50,2347,5787,866,,9001,243,745,169,,1162,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,needle,temperate forest,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
373,36.73,112.23,43,0-50,933,3130,389,,4452,52,175,130,,357,7,7.775,15.15714286,41.35920866,40.26212708,622.4,564.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
374,36.77,112.34,71,51-100,1806,6584,776,,9166,64,234,259,,557,7,7.841666667,15.21428571,41.34920701,40.25411689,623.8,566.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
375,36.77,112.37,36,0-50,1100,3127,430,,4657,72,204,143,,419,7,7.841666667,15.21428571,41.34920701,40.25411689,623.8,566.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
376,36.78,112.12,45,0-50,1832,6597,784,,9213,98,354,261,,713,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,needle,temperate forest,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
377,36.82,112.17,43,0-50,1711,6368,741,,8820,96,356,247,,699,6,5.008333333,13.28333333,41.7699246,40.52364844,622.4,530.8,needle,temperate forest,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
378,36.82,112.34,44,0-50,1354,4632,568,,6554,74,254,189,,517,7,7.841666667,15.21428571,41.34920701,40.25411689,623.8,566.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.45,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
379,36.83,112.41,68,51-100,1210,4631,530,,6371,45,171,177,,393,7,7.841666667,15.21428571,41.34920701,40.25411689,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
380,36.85,113.04,62,51-100,1947,7443,852,,10242,78,299,284,,661,7,8.45,15.97142857,41.26160135,40.1487995,613.5,560.8,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
381,36.9,112.37,39,0-50,1317,4049,531,,5897,80,247,177,,504,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
382,36.9,112.41,56,51-100,1369,4169,550,,6088,60,184,183,,427,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
383,36.92,112.04,38,0-50,1569,4807,632,,7008,98,300,211,,609,7,5.875,13.24285714,41.64121657,40.53132102,667.3,603.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
384,36.92,112.3,57,51-100,780,2136,301,,3217,34,93,100,,227,7,6.533333333,13.91428571,41.54314847,40.43650318,650,588.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
385,36.92,112.39,66,51-100,1514,5589,654,,7757,57,212,218,,487,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
386,36.93,112.35,36,0-50,1901,5840,766,,8507,125,383,255,,763,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
387,36.97,112.3,52,51-100,1435,4544,585,,6564,68,214,195,,477,7,6.533333333,13.91428571,41.54314847,40.43650318,650,588.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
388,36.97,112.35,61,51-100,1115,4461,496,,6072,45,182,165,,392,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
389,36.98,112.28,46,0-50,1132,3802,472,,5406,59,200,157,,416,7,6.533333333,13.91428571,41.54314847,40.43650318,650,588.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
390,36.98,112.37,36,0-50,938,2969,382,,4289,61,195,127,,383,7,6.416666667,13.8,41.56062042,40.45270247,657.4,595.2,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
391,37,112.3,41,0-50,1619,5387,672,,7678,94,314,224,,632,7,8.958333333,16.45714286,41.18691781,40.08163132,556.8,509,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
392,37,112.35,51,51-100,1241,4355,526,,6122,59,208,175,,442,7,7.025,14.47142857,41.47106762,40.35832557,622.6,566.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
393,37,120,15,0-50,458,2276,308,,3042,72,358,103,,533,8,10.925,16.8625,40.90192538,40.03379819,696.4,650.5,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
394,37.02,112.33,46,0-50,796,2432,320,,3548,42,128,107,,277,7,7.025,14.47142857,41.47106762,40.35832557,556.8,509,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
395,37.02,112.37,41,0-50,897,2941,371,,4209,52,171,124,,347,7,7.025,14.47142857,41.47106762,40.35832557,622.6,566.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
396,37.02,112.42,46,0-50,1094,3801,462,,5357,57,200,154,,411,7,7.025,14.47142857,41.47106762,40.35832557,622.6,566.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
397,37.12,113.45,62,51-100,1120,4042,480,,5642,45,162,160,,367,7,7.35,14.84285714,41.42337361,40.30624189,622.6,566.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
398,37.18,113.52,51,51-100,1274,4521,542,,6337,61,217,181,,459,7,6.225,13.71428571,41.59050627,40.4648987,694.7,630.1,needle,temperate forest,temperate Pinus tabulaeformis forest,28.8,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
399,37.2,121.7,24,0-50,1267,5981,639,,7886,118,557,213,,887,8,10.79166667,16.675,40.91977981,40.0588198,771.5,711.6,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
400,37.23,112.51,40,0-50,1545,4547,613,,6705,92,271,204,,567,7,7.183333333,14.7,41.44848015,40.32632396,609.5,555.9,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,13.8,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
401,37.25,111.23,43,0-50,826,2642,821,,4289,40,129,411,,580,7,6.75,14.44285714,41.51534975,40.36259083,595.5,543.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,14.55,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
402,37.27,113.59,41,0-50,1131,3810,472,,5413,66,222,157,,445,7,6.225,13.71428571,41.59050627,40.4648987,694.7,630.1,needle,temperate forest,temperate Pinus tabulaeformis forest,28.8,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
403,37.28,111.18,37,0-50,879,3349,941,,5169,50,190,471,,711,7,6.75,14.44285714,41.51534975,40.36259083,595.5,543.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
404,37.3,111.23,49,0-50,703,2759,754,,4215,30,120,377,,527,7,6.75,14.44285714,41.51534975,40.36259083,595.5,543.4,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
405,37.32,113.48,53,51-100,1018,3737,439,,5194,47,172,146,,365,7,6.55,14.05714286,41.542259,40.4165545,672.9,611.5,needle,temperate forest,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
406,37.33,113.37,35,0-50,1017,3204,414,,4635,68,215,138,,421,7,6.55,14.05714286,41.542259,40.4165545,672.9,611.5,needle,temperate forest,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
407,37.35,111.32,33,0-50,1364,3840,532,,5736,97,272,177,,546,7,7.35,15.2,41.42851832,40.256836,565.1,517.6,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,8.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
408,37.4,113.48,42,0-50,819,2795,343,,3957,47,159,114,,320,7,6.125,13.67142857,41.60616574,40.47099719,674.2,612.4,needle,temperate forest,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
409,37.42,113.46,46,0-50,1152,3622,468,,5242,61,190,156,,407,7,6.125,13.67142857,41.60616574,40.47099719,674.2,612.4,needle,temperate forest,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
410,37.47,111.77,52,51-100,1073,3383,437,,4893,50,159,146,,355,7,6.975,14.64285714,41.48156403,40.33462309,582.8,532,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
411,37.47,111.81,62,51-100,1387,6121,641,,8149,56,245,214,,515,7,8.525,16.2,41.25285311,40.11749641,582.8,532,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
412,37.47,113.31,55,51-100,1329,4629,562,,6520,59,207,187,,453,7,6.158333333,13.7,41.60120571,40.46704112,663.5,603.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
413,37.47,113.35,65,51-100,971,3477,415,,4863,37,133,138,,308,7,6.125,13.67142857,41.60616574,40.47099719,674.2,612.4,needle,temperate forest,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
414,37.47,111.7,53,51-100,1706,6752,756,,9214,79,312,252,,643,7,10.05,18.15714286,41.03635357,39.8483184,582.8,532,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
415,37.47,113.28,56,51-100,1463,5291,627,,7381,64,233,209,,506,7,6.158333333,13.7,41.60120571,40.46704112,663.5,603.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
416,37.47,113.33,50,0-50,1481,5341,634,,7456,72,260,211,,543,7,6.158333333,13.7,41.60120571,40.46704112,663.5,603.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
417,37.47,113.27,74,51-100,1702,6898,761,,9361,58,236,254,,548,7,6.158333333,13.7,41.60120571,40.46704112,663.5,603.1,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
418,37.48,111.75,64,51-100,1700,7284,777,,9761,66,284,259,,609,7,6.975,14.64285714,41.48156403,40.33462309,582.8,532,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
419,37.5,111.59,61,51-100,930,4165,432,,5527,38,169,144,,351,5,4.733333333,15.02,41.81731368,40.27463902,632.1,497.9,needle,temperate forest,temperate Pinus tabulaeformis forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
420,37.5,111.72,61,51-100,1336,6309,633,,8278,54,257,211,,522,7,6.475,14.24285714,41.55725508,40.39093142,584.2,533.7,needle,woodland/shrubland,temperate Pinus tabulaeformis forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
